Sentiment,Tweet
6,sir unable understand spent crores bg gkp gonda via bny route train delhi
5,bribe enough convince travel reservation coach
4,plz install coach indicator displâ
0,ticketless travellers tteless coaches tapless bathrooms waterless flush fecesfilled toilets22
6,rt noise pollution mean loud sound continuous unnecessary effectless announcements amp undesired irriâ
0,3rd ac tno12833 coach b1 worst coach
5,please help one poor villager hirakud station sambalpur divi
1,please hlp sis travlng vid 9months baby 2kids intrain12479lost reticuleshe depressdpnr2419055140
6,dark pursuit pnr holiday story sale 99cents
5,dear sir pnr no2337832847 train no15622 chapra new bongaigaon still showing waiting list iâ
5,ppls queue waiting tickets clerk railway dono rhe hai
4,trains running late daily route bbstig please sort immediately sir
3,suvidha railway charging muchthis called real loot name confirm ticket without water food 05527
6,new bongaigaonassam railway station clean railway station
0,sir travelling coach d2 seat 2223 12498 sorry say wastewater washbasen coming intoâ
5,lady picture named bharti lal facilitating brokers instead duty
5,tried buk tkts thru irctc st tr no12310 getting confm tkt terminated transaction ac debited
3,hello siri traveling 18233 many water bottle seller everyone asks 20
5,irctc site opening tatkal timings
6,
4,understand 139 train number 22996 departed yesterday ajmer delayed 24 hrs please reconfirm
3,awaiting action still paying rs10 tea costing rs5 every food itm highly ovrpriced
3,pnr2117701021trn 12394 give rate list veg food train charging 100
7,kindly share pnr amp contact number issue referred concerned official urgent medical assistance
6,travelling right mumbai rajdhani amazing see coaches cleaned
6,wonderful initiative making railways customer centric
1,rlys providing textbook resolutions complaints lodged webportal use complaining
4,train 13005 rescheduled 2105 still departits sadalready hrs late howrah
6,respect 23 people lost life elphinstone bridge2017 must remembered manner wheâ
3,even extra paid ticket seat foodwhat shame tt amp attendants say want
4,kindly send anyone railway staff attend 14203
4,sirplease pay attention 12395 ziyarat express always late hours agra fort station
5,tc took bribe trade checked rac seatpnr 2418223103spent hours lobby night pls tell report
5,ive trying tatkal ndls jsme 12304 since last days either server gets unavailable finish
0,trn no14854 pnr2319103685 charging socket coach a1 working properly tripped several times
6,rt
5,irctc ticket id is3512299i contact carecoin many time recieve two ticket copy book four ticket
5,responce railway plz look matter
0,pnr 2547268804 ac working 2ac coach since morning passengers sweating
4,22640 late hrs need catch coromandel 4m chennaiplz help thr many passngrs wid kids suffer
5,refund proc time weeks doesnt railways money give back refunds tkt canc 305 stl credited
5,tatkal ticket booking site doesnt operates smoothly booking ticketsplease look matter sir
0,pnr 4512791357 fan chocked repairmen came bt couldnt fix peak summer
5,sir please shear contact noamp journey ditels
6,
0,prabhu punctualitysafetycleanliness basic requirements plz
7,kindly share pnr better assistance kindly look
2,sira couple traveling sc train 07092 2yr old kid due train delaymilk tâ
0,valve number 136 platform number open water draining sewage please instructâ
5,sir please respond tweet regarding extra birth train 14392 pnr nmbr 6655715274thanks
6,
6,
6,request ensure cleanliness westernsouthern railways reported issue last time
4,train 13288 delayed hours ntes showing time reached
5,sir local coash pls search location google maâ
1,cant increase security check railway stations like metro stations feeling safe best comfort
5,able get tickets counter ticket agents high rate unable get online
7,sorry inconveniencematter noted
5,due give bribe 400rs booking cleark ahmdabaditem name leave ends 13 june kindly look
7,rt please share pnr
5,surprised rac ticket get wait listed chart preparation pnr 4220401870 rac 56789
0,travelling without ac ac coach 8th may water available washrooms need great indian railway management
3,train no12583 irctc selling poor quality water food itemsplz see rail neer nt available train
6,thanks sir always new initiatives food_at_railway
4,sir traveling train 12183 jhansi lucknow train also late started
7,scheduled fly ccu kl tomorrow pnr werkxb got email saying flight beenâ
6,hats team thanks
1,travelling 11085 goathis train lost semblance timeliness stopping unscheduled stops
5,refund till date last 1personmore 3is overkindly refund money
5,1n booked luggage via prr 4000374907 6th june 16 ndls pnbeit ticket
5,train 22182 tte take charge 200rs per bearth allotment nd rac passenger travelling sharing bearth
6,rt scrap498a 498a weapon extort money coz 498ajailsinnocent familes emergency clerk give tickets giving
4,delaying already delayd train bcum anindianrailwaysthing waiting train 16360 hours
5,sir pls help travelling family still seats wl pnr 6149334953 njp dli dt11 june plz help
5,unable book tatkal tkt frm chennai blore sleeper classbnglr mail irctcsupreme service digital india
6,rt ministry railwaysâ launchedâ 1stâ swarna rajdhani train 12314 new delhi sealdah rajdhani rake todaya majorâ
4,rt hours journey completed hrs excluding waiting time 35hrsu take responsibility mostly trains late 5tâ
0,ac blowing warm air pnr 4512791357 feeling die closed compartment
7,kindly look matter
5,impossible get tatkal tickets dis reservation centre totalscam
3,sir traveling train 12816 nt catering service provider nt selling railneer
6,thanks sir todays proposed starting saharsa purnea line ecr request start hate bazare line
6,board entertain system bad shape adds repeated every 5mins good work sectors nullified
3,today ordered thali comesum thali delivered single roti
0,big mouse found berthplz help cant sleep pnr 4512791357
5,confirm ticket kar de back pain peresisting pnr2863707393trn12824dt10062016frm nzm apr
5,irctc shit failed booking tickets many times refund money
5,tdr id 100000384344779 ticket pnr 4628010989 filed train cancelled refund yet
2,bags stolen mine copassenger imp documents pnr 4512791357
5,please look non refunds processed tickets
7,matter brought notice concerned official
6,win 50 amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley
0,12190 ac working kids old age suffering vaccume 45 degrees last hours pls help next stop gwl
0,sabarmati 19168 coach a1there proper cooling facing problem since early morning please necessary
6,respected sirsthank quick action response rahuâ
3,traveling pnr8348054662 water bottle provided hot nondrinkable kindly helpfeeling thristy
3,please insure every vendor carry rate list approved railwaysthey overcharging passenger
4,12501 gettin furthr late aftr kanpurlate 1130 hrpls care
6,please call serious complaint
7,sir message given sseumb matter forwarded
6,cases way please suggest solutions
7,kindly share pnr
1,mob snatched moving train trn 12002 e2 pnr 2765527534 one helping fir frustrating plz help
0,hasle begins first day rain mumbai train time table ther wont smrt dry modern station neari time
5,ticket counter kalyanidoesnt open seldom thoug helps numerousuhh
2,irctc 7367669 emergency plz help
3,pantry car services provided mumbai varanasi trains
0,11014s2 coach cleanlot incect disturbing pasengerskindly clean coach salem
4,ppls queue tickets without time limit trains getting late late
7,matter notified concerned officials
7,comp 437 matter forwarded look matter amp kindly prâ
5,still see service charge booking tickets online
3,pnr4319402198 nijamabad stn platform selling water bottles rs 20
4,mumbai central locals late everyday peak hours even raining yet
4,expectedmy parents missed trainno help youdisappointed
0,lousy food rajdhani dbrt toilets hell cant even step in1
0,sir water b2 coach also clean train 04416 really difficult travel kids pl something
7,mail forwarded mentioned screenshot
6,please select 45 medical passed candidates rrc allahabad employment noyice 012007 group 45 vacant vacancy
1,need help teain 12192 bag stolen police available file complaint
5,need helppnr2863707393trn12824dt10062016frm nzm aprclsslp1rcs955having back pain req confirm ticket
3,ben sending msgs lst night 58888recvd replyam wrong ask fr ny refund
5,want buy tickets saraighat exp 1210 frm hwhbut last days within 30sec ac tickets sold
1,women gave birth babyplzzz send police also feud happening babay
0,train no12423b1114amp16disgstin behavior da atenderpoor toilet condtns
6,thanks sir light came
3,planning make catering charges shatabdi optional
0,travelling 09456 frm gandhidham surat water b1 paying thn normal fare special train
2,nothing happened yet didnt receive call reach destinationâ
2,finger brokenof frnd falling upper berth find medical assistance pnr 4512791357
7,sorry tweet received doesnt contain complaint
3,pantry officials billing us double printed complaints vain pnr 4512791357
5,rough language sir small advice ticket collecter ko sikya jaye ki passenger staff se kaise baat ki jti ty rly ministry
6,rt atm contract signing construction pnr clark phase tutubanmalolos project bet dotr nstren consortium
4,never travel 12189 12190 two hours already late dinner may available gwalior
5,ticket remains rac even chart prepared isnt logically wâ
0,train 22462 b7 poorly maintained yesterday toilets dirty today water toilets
0,unreserved people sitting near toilets female passengers finding difficult use washroom pnr 8647770808 coach s12
5,refunds pnrs 4631100452 4738172060 4116851372 4836735071 pending since 30th may 2016 pl hlp
5,payment done ticket issued cant book tickets 12
2,pnr 4512791357 need mdical 1having blood vomits
6,sir thanks appreciation
3,travelling train 22634 delhi udupithere water shop available trainin ha coach
5,sir response anywhere neither tdr rejected pnr 2763153576
5,2ac ticket status changed rac12 wl whats happening indian railway jai ho corruption
1,sir fir lodged grpkota vide crno15816 us 380 ipc dt040616
4,dear sir kisan express 14519 regularly late arrived hisar complaint tweeted manyâ
4,dadarbikaner express12490 running 130hours lateworst travel experience lifeand dreaming fast bullet train
6,hereistitle
6,pnr2337792679 trn12802 dt02122017 frm mgs ctc cls3a p1b154 sir lost shoesmay one stolen
0,leakage roof train 16346 coach b4 toilet near toilet area repair
4,sir waiting train 12584it time 2pm hour late still delay enquiry kindly look
6,
5,one day railway official plz try booking tatkal tickets understand tickets booked counter
4,rt provide 1min stoppage karnataka sampark kranthi haveri
5,pnr 2816590786 amp 2815712288 one s5 35 allotted two persons kindly help
0,boisar station last week clean platform tracks
0,coachg16 12878 condition bathroom coach disappointing water bathroom pnr 2761985743
3,price water bottle train
5,sir today tried tatkal booking 1058 server allowing login horrible exp hope needful
0,sir water coaches s2s3 train 12167train jabalpurkindly refill water
4,train 12554 also hours late gonda station train hold amp wait 12554 coming amp pass train
1,sir lodged complaint wnrlko000131407 dt 06062016none replied kindly intervene
6,rt commodities registered robust growth steel 16 cement 10 containers 13 iron ore coal 2â
5,tatkal agents
0,pnr 2219054565 coach dirty cleaning facility evn dustbin full inconvenience caused
5,seeking clarification book tickt frm statn boarding statn tt cancel ticket till station
0,one sit anywhere water every inside compartment
6,
5,sir one detail
5,iam forced travel bza track ndls refused help horrible situation
0,pnr2647285212train22471railway says provide free wifi train wifi working coach
6,whats point paying dynamic prices cant run train time suvidhaexp
3,catering team even selling railway waterselling water different cmpny without sealed pack
3,delhi amritsar shatabdi 12031 horrable food attendent even bring complain book raise issue
5,also help detecting frauds black marketing sorts tickets hope would like idea
7,kindly send anyone railway staff attend 14203
5,following refund weeks responsepnr number 4737606454
1,send police officer immediate take action
5,please take case cant keep calling irctc number doesnt get connected
0,sorry say bitter true patna jn still dirty platform rail tracks
7,kindly share pnr number issue forwarded concerned officials
3,namaste sirwhy make accountable caterers proper stacking food plate
1,sir brother could traced despite best efforts pl lodge missing report grpvaransi
5,railway going fast still tatkal ticket booking irctc site like running tortoise speed
0,one charging point among six passengers ac2nd train 12321 pnr 6655497313
0,travelled train 16649the c2 coach infested cockroachesinformed drm tvm response
4,auto signalling done dliumb route asap trains running late
6,railway performing best
3,pantry charging rs extra mrp cooling charges colddrinktrain 12802 pnr 2219094093 s248
4,unable contact person plz call given sry late rply
5,irctc looting customers non confirmed tickets deducting 20 even non confirmed wl tickets weird pathetic
0,train 09810 coach b1 ac working passengers suffering lot
3,plz let know fine charges onboarding vendor comp ladies spl trn sdh div
5,mobile charging sockets working seats ticket pnr 4631896219 need appropriate action
5,need book full coach need help book coach tickets transfer please help
6,sewa launchedinfant food available nvrr platform2palakkad jn
5,sir paid 500 staff platform ticket asked reciept name threatened pay 1000
0,pnr 6253134881 train 22940 dirty toilets bedroll pathetic please help
6,stopstaggeredrestcil
4,train 63142 stopped due engine breakdown since last 2hrs creating long agâ
6,found fun passengers couldnât differentiate bw real toy pnr 4512791357
5,4din se delhi pe bhubaneswar kelie tickets nehin milraha train mera dost interview kelie aaye plzz helpus plz
0,water wasted lttmumbai action taken station master
0,water pipe broken platform sbc bengaluru majestic kindly fix
3,sad reality ur railwy sir afford water live wtht wifi pls sir fix basics
6,amreading urbanfantasy uf ufart urbanfantasyart magic booksaremagic amreading pnr paranormalromanceâ
7,rt true strict action taken ppl months back issued rate lisâ
5,tried book tatkal tkt made payment 1002 days failed get tkt agent manage get tkt smell rat
4,train 63142 stopped due engine breakdown since last 2hrs creating long agâ
5,want book ticket ndlsnjp 12june rajdhex almost ticket already booked tatkal
3,train 04972 g11 catering staff offering fix meal thali rs120 take option available jatjai
0,water wasted lttmumbai action taken station master
5,may take cue global companies train travelling ticket examiner
5,bcoz agents nt able book tatkal tkt ranchi head post office look black marketing tkt
5,sirpls make online facility general tickets throuch irctc like portals
6,performance appraisal variable pay obvioâ
0,pnr 8147850160 train 59014 s2 coach suspension working getting heavy bumps head please repair itnow
6,catching agents solve problem like instead increase time booking counter tickets like irctc 35secs
5,booked ticket online didnt get sms mail confirmation reservation
5,trying book tatkal ticket mfp ndls last week failed due poor website performa
5,ticket collecter full support railway employs groupd allowed coach train ticket collecter use
0,pnr 8347300928 mobile 7055129100 coach toilet dirtyno one customer
3,pltfrm pnbe sells softdrinks5 amp railneer even thgh clearly written
0,extremely dirty bathrooms ac tier coaches 12552 overall maintenance cleanliness seems par
4,want inform train no12562 run late regular basis please intervene correct timingwhy always run late
5,bad experience railway tte g3 12984 seat 10 tte even rplyd prprly wen asked abt seat ladies
6,rt action taken juâ
4,coach location sign boards ludhiana jn hard run aware ldh jn busy station
1,sir fir lodged grpraipur vide crno 9416 us 379 ipc
3,pantry manager promised look matter hope never continues thanks help
5,huge rush tatkal tickets bem stn ticket window asks extra rupees ticket pls intervene
4,rt hours journey completed hrs excluding waiting time 35hrsu take responsibility mostly trains late 5tâ
5,mission min fail decpassanger getting tickets min
4,train no12488semanchalfrom anvt patnarunning late4 hrs daily basisplz needful
3,veg thali paid rs50
4,train late hour
6,rt sh vishvesh chaubegm nr undertook surprise inspection new delhi stn amp took stock passenger amenities traâ
4,rt ntes national train enquiry system updating mumbai localtrain running info properly
5,bought 1st class ticket western rly local train board oldest train running li
0,board housekeeping info stickers tampared housekeeping rain water comming windows
0,dirty toilets 12423 dbrt rajdhani express coach b4never expected rajdhani train
0,toilet dirty s4 coach saraighat express 12345contents toilet flowing
0,water wasted lttmumbai action taken station master
6,
4,dirty kamakhaya plateform see mentally retaired people bagger plateform cleaning
4,im train 02366 anvt patna suvidha dynamic fare paid rs 1800 sl pantry amp train late
4,tweet suburban central trains late 2025 mins peak hour jam packed made india
4,travelling 14512 nauchandi express train already late hours causing great inconvinience
3,charging rs etc per water bottle behaving badly
4,announcement 12431 schedule reach panvel 1805 pm 21217 please respond
2,immediate medical assistance needed kanpur rly st brahmaputra mail gen coach near engine
6,cant justify station approval distance kms place reserved mentalhospitâ
5,complaint non allocation lower birth senior citizens responded mail sent 22 may 2016
5,sir examination kolkata 120616 conducted wbpsc ticket confirmed pnr 2647308179 pls help
3,rt never love tasted saltysweet never fate burned hot pick 99 copy oâ
5,plz stop thisthey carrying goods without tickets lalgola memu nw
7,sorry inconvenience matter noted
3,sir water bottle rs 20 tea 10 villupuram jn take action
1,sir fir lodged grpvaranasi vide crno nil9416 us 379 ipc transferred grpkiul
3,paschim express vendor doesnt give food per menu nd doesnt give rail neer watervendor mr aggarwal
5,sirwt shall consumer irctc doesnt take care issue thr telephone customer support worst ever expgt
5,sirtatkal tickets closed within secondsafter one hour agent sales ticket 600rs extra base ratekindlyclose
5,sirohi rajasthan railway counter hacked unauthorized agent poor public facing problem governance
3,wish food unpalatable amp unhygienic toilets unclean 12006 9616 c6 train travel ordeal
5,sir staff caught ttr yesvantpur blr platform ticket asking fine rs 650 right amount
5,irctc website better lalus time common man plz allocate sometime tatkal quota common man
3,give replydoon caterer habitual offenders wâ
0,proper maintenance samatha express light fan working pnr 6655960301
7,rt sir sri mohd jamshed mt sri pguha principal edcoachg kindly reâ
6,follow pm idea stop corruptionthanks ministry railway stoping tatkal ticket corruptionthanks
5,trying connect irctc since 1100 tatkal couldnt even login
4,pls see train kerala delayed 12696 tvc mas sf schde630 pm kollam arrived station 6â
3,veg thali paid rs50
3,quality food worstpnr2865039072train12038doj100616ccldhndlsdep1640maitali1c4 45c4 44
3,12512 vendor asking price actual price listchappati egg rice everything high pricelooting ppl money
4,train 12485 currently delayed hours hve connectng train 12055 catch frm new delhi station help
1,pnr 8553246148 1142 mobile 7300113446drunkard passenger sitting beside harassing fâ
5,booked tkt 90 days early train num 12166 coudnt get confirm plzz sir help seat num s6 39
4,sister traveling train 50106 train hours lateâ
3,pnr 8535414980 railway caterers providing menu card food kindly help train hazrat nizamuddin
0,poor facilities mahanama express water broken taps sleeper coaches train running late approx 1hr
4,sir matter tweeted still progress resuming train 54212
0,train 29019 coach a1 2nd ac kota ac working water parents well please help
4,sirthe train status bit confusing
5,kids age seats allocated coach 11 please help get seats single coach
6,rt rt treat romantic adventure among fae weekend amp enchanted free wâ
2,medical issue need ac coach atleast sbp anyth possible plz help train 18005 pnr 6552902495 ready born extra cost
5,sorry inconvenienceyour complaint attended cnbstn
0,train 12547 coach s4 seat 56 fan working
0,nowater s10 coach purusottam exp 12802 deparyed allahabad
6,thanks lot good activities railway passangers safe journey
5,typo error pnr 4840535080 typed rajukmar instead rajkumar booking tatkal please advise shd
3,paranthas rotis baked properly dont understand bread cutlets served breakfast likes
7,2139649203 name ahmad ali d2 sheat 29
0,water wasted lttmumbai action taken station master
4,booked goods luggage 15 nov jalpaiguri sent jammugoods still despatâ
1,mam said missing lady could traced despite best efforts pl lodge missing report grpdhanbad
3,pnr 44201392215 food quality low train please improve
4,starting rain central line running lategreat arrangements mumbai local train servicehats
4,flagship trains like duronto delayed platform changed last minute total anarchy
6,1st stop ho quota 35 seats offer inâ
5,mistake made staff taking platform ticket reciept given fine paid yesvantpur blr
3,sirvendor paschim serves 3rd standard bad waterrefuses rail neer
4,attend wbpcl civil engg paper kolkata 120616 11 train 13132 late hours get help
4,54011 stuck bijwasan amp ggn regular late running train
4,train number 22481 coming 850 train number 22482 late 215 hours
6,happy todays journey train time
3,meals wheels horrible food delivrd comesum costing 150 22817asked chhapaties thali delivrd combination
5,person buys ticket online confirmed ticket vâ
0,fans working train 12142 coach s8 berth 68train arrived ppta patliputra station
4,want draw attention train running late ive reservation 13006 train yday tâ
4,pnr8647770808 bad situationall unreserved passengers sitting resrvation coach causing inconvinience passengers
4,train no14312 started 10 hours late itselfit caused immense inconvenience loss pnr874796282912
5,common people book ticket patna bangalore tatkal booking ticket 22 seat available
0,s1 coach train number 11021 cleaning washroom yashwantpur
3,even superfast trains equipped pantry cars
4,sirits 2010 ive waiting train 21126 last hractual arrival 1930no announcements delay
7,sir matter great satisfaction missing grandfather safe reached home safely
4,complete mess western track mumbaitrains coming lateover crowded
4,rajdhani even getting late
3,rt hello sir mai time malwa express train number 12919 hu abhi vendor se food ke rate pucha usneâ
0,train 12656 water train taplook matter
3,train 12015 irctc serve pathetic veg cutlet full breadcrumbs amp taste
6,rt highland moon enchantment mary morgan historical pnr via
6,rt commodities registered robust growth steel 16 cement 10 containers 13 iron ore coal 2â
7,please share train
5,asked bpt tickets bilimora station clarkhemantbhairefused giveneed hel
5,mean na
0,pnr 2118887897 train number 12983 bad experience badding wrapped paper even washed
0,pls arrange water toilets train 14236 ab1 coach
1,sir missing report lodged grpajmer vide 39316 dt 01062016
3,train 12562 swatantrata senani express people pantry car selling 15 rs water bottle 20 rs
4,12501 gettin furthr late aftr kanpurlate 1030 hrpls care
5,dunno cancellation charges levied auto cancellation tatkal wl tkts
0,train much dirty requesting clean passenger trains also well sf rajdhanis
2,sir requested fr wheelchair fr old mother bareilly station help providedi disappointed
6,instead giving bread sticks provide rusk cubes indian culturemost dnt know hw eat
4,train 12948 standing naini jn hours one must accountable delay train
3,pnr2318610324 12304 vry rude rail wheel caterngvry late servcetill nw didnt get dinner
0,pnr 4120038313seat 65train name west coast exptrain 22638place clean
3,res sir rewa madhya pradesh ke platform par jo bhi vendors hai sabhi printed mrp se jyada rs buyers se le rahe hai
0,05513 water s4 coachamp time train delay 4hr duvidha train charges 1800rs itarsi cross
5,booked tatkal ticket todays train wl 10 chart prepared refund procedure
0,sir charging slot workingmy idpnr8348027182trn12149dt09062016frm pune pptaclsslp1s15354
0,rt sir travelling coach d2 seat 2223 12498 sorry say wastewater washbasen coming intoâ
4,fearofdelayed
0,pnr2647010144train04416 b238 charger point working plz get fixed
0,dirty toilet coach b5 12509 exp pls pls pls something pnr 4120563680 divyanshu mob7847932526
2,pnr2218962027sir medical pro sprain leg nd tckt cnfrm rs7pl help pro
0,s2 s4 toilet choked 11093 staaled cheeoki past hour
6,take serious action people understand rules lâ
5,total irctc website unable book tatkal site reachable form last one hours
3,bad quality food catered kgp bbsndls rajdhani categoriesed average standard also
5,want ticket print dm pnr etcu also check whether refund processed toâ
5,last got ticket lko travel mb lko question ans
0,till action taken
4,everyday magadh exp 12401 running late 3to hrs without reson anyome responsibility pâ
6,
0,proper water supply wash basin also area unclean pnr 84 03 995416 kindly assist
1,forgot laptop bag s1 seat 14 train 12939 pune jaipur jaipur stn cards laptop cash 12
3,rt never love tasted saltysweet never fate burned hot pick 99 copy oâ
5,pnr 2114959413 2a seats 3456 ticket printed lb ub tickets 2ac side seats possible
0,torn seat pnr 4512791357 filthy environment need action taken
3,purushottam express pantry serving food rather serving comesum food plz clarify sir
5,sir plz help confirm 1st ac ticket pnr2119063322sirits imp anyhowplz helpif poss lower ac seatplz confirm
4,plz favour jaunpur jn jnu one foot bridge covered coachesâ
1,kindly look
6,dont tag concerned guy like mr
6,ald jn never looked clean
5,user id macrohit date booking 281117
0,night lamps working 12603 s6 poor maintenance
0,train 12423 rajdhani express sure need drastic improvementpathetic fooddirty coachfoul smell washrooms
1,security train 64231 today gaurd sleeping train runing
3,pltfrm pnbe sels evry sftdrnk amp evn railneer mrp5
0,condition inside 13072s general bogey worst animalspeople forced sleep doors please smth
0,sir travel bza nzm pnr 4840443558 fan working please help
4,travelling train 22308my pnr2418119569 seems like general coach instead reserved one 12
0,pnr 8247593110 11041 fanamplights working train halt hot stuffy please help
0,ac working properly a3 coach train 12295 currently near jabalpur
0,pnr8347596623 sirthe ac working coach tte ready make refund receipt
7,matter forwarded concerned
6,attitude railway
7,banasthali niwai bnlw
6,ongoing days facilities available proud rail great start provide baby food
0,ac working b5 malwa super delhi 12920 need engineerpnr 2644456080mob 8725029661
5,several mail complain didnt get refund cancelled ticker pnr 6752845500 6653074754 week
3,sir tea shop platform no2 sa caterers gadarwara station selling rs tea 10 rs
3,rules british india still exist railwaylost section engineer job junior engineer job bcz medical standards
0,pl note 2nd ac a1 coach sabarmati 19168 ac working passengers getting sick heat
5,pnr 6305720206
4,22640 late 3hrs need catch coromandel 4m chennaiplz help thr many passngrs kids suffer
6,thanks lot prompt respons much appreciated
0,sir pnr6153065592 bogie toilets washbasin blocked passengers evn dirty water tap locatn burhanpur
5,good see changes railwaybut really amazed customers charged wait list cancelled ticket
4,sir eastern railway ki local ki halat kab sudhregitime pe chorti nahiagr baje ki train ho toâ
7,sir kindly share contact number journey details specify placeâ
3,sir something old vendors gave service long time retired forcely hand mouth
0,12818 departed without water a1 coach
5,pnr8246872931travelling tomorrow wife kid15yrstickets confirmed berth unallocated get lower birth
5,sir board rajdhani express wait listed tatkal ticket
6,
5,receive refund failed canceled tickets 22nd may transaction ids 100000514877723 100000514877729
4,b2 18th coach engine
6,thanks destination alert today azad hind express badneravery good
0,pnr 8535486976 dirty used blanket used bedroll given one responding bad
6,cleanliness guidelines set passengers amp ascertained strictly followed
6,rt ðhighlander hellcat ðquirky veterinarian ðââï paranormal romance fantasy free kindle pnr audiobook audibleâ
1,handbag stolen travelling delhi warangal train
0,response staff asked ac reduced freezing cold coach c6u 11085 pnr8403884907
4,trains bbstig route late minimum hrs long timemay know sir much_difficult
4,sir t02396 ac working pc delayed 1hr40mi plz something plz dont start special train
5,reservations date go 26 june16so plz reply soon possiblethanks railway
5,sure agents bkng tatkal tckts 10am 12424 248 3ac 80 2ac booked jst 23mns
0,water supply basins hast hourscontacted tt vain pnr 4512791357
5,railminindia dear sir pnr no2337832847 train no15622 chapra new bongaigaon still showing waiting list iâ
5,cant make bookings app 8am 12pm frequent traveller enable us book tatkal tkts
7,officials concerned communicated issue
0,unbareble smell es couch 16517
4,missed connecting train12525 due delay first train12318 8th june 2016 irctc refusing refunds pls help
5,ticket conflict contacted ticket collecter vain pnr 4512791357
4,train 12183 made unnecessarily delay
5,couple months tatkal reservation failing post online payment causes unrest amp trouble among passengers 12
0,pnr 2861119352 pantry supplied pathetic food also water toilet rajdhani unable reach 138
7,rt glad inform amp confirmed multiple sources newspaper distributed railways officially couâ
5,im general ticket counter nhh stsn clerk says tkt given 30 min train arrivalis rule
6,longtime traveling train vry neat clean suprb servicethank sir
3,asked catering team selling higher prices told extra money given higher officers
4,see drug addicated lady abusing mom plateform plz help
3,17318 hubli express ordered thali 2ac watery bhaji watery dal thick rotis low quality rice rs110
0,sir water coach pls needful pnr6553140020
3,improvements food quality time looks forced buy food
4,want draw attention train running late ive reservation 13006 train yday tâ
0,dirt railways come groundnuts moongfali waste food waste plz make railways clean
3,food water tckt charged filthy bt suvida worst summer spl dis service pethetic train 05514
6,rt deâ
4,tickets latest date ticket booking ie8th oct 2016 sold
0,massage 58888 noone replied yet pls sir wâ
6,enjoyed awesum jurny frm mfp aljn paid 3800 fr 3ac instead 1300incredible indian railway prabhu
2,mther suffering cancer stge 4have go tmh mumbaipls hlp get cnfrm brth pnr 2118329361 tn12138
1,pnr4320339380 coach attendant misbehaving passengers asking pillow rac passenger snatched pillow
5,sirsent refund claim appl tdr chief comm managerrefundsseron 22dec2014 refund received yet
4,sir travel train 04416 train water clear suvidha train strat time ftom ndls hours late
0,tweet first mumbai showers made havoc usual train stuck matunga made india
5,22 interview attend 13th june please help sir please sir cant afford mode plz
4,59441 runs late daily surat ankleshwar amp onwards request needfulany doubt check ntes
6,thanks lot prompt respons much appreciated
6,cleanliness across stations coimbatore tiruppur erode salem jolarpet witnessed happy speed
0,whole coach b1 suffering train 18510 left hyderabad please take action immediately
6,escalator bad idea costly installation amp maintenance potential danger safety amp corruption
4,hold jaipur due non acceptance agra division
5,please help get pnr 8535189763 confirmed traveling old parents amp months old baby
1,younger sister traveling alone frm ngp vzm rpf security personnel board train 19453
0,give pics washroomexperience completely spoiled great experience sampoorna kranti
0,pnr 6252057607 train 14649s7 47 coach doesnt lightscoach overcrowded plz smethingmo8858623000
3,varanasi bound running shivganga exp 12560 vendor selling mineral water rail neer iceling pawan brand sold
4,trains running late even source station pnr 2419148498
7,mam bag could traced despite best efforts thanks calling us
1,father inlaw mrdebendra mohanty working balasore railway station booking dept lost promotion
3,sir ecatering order delivered nasik roadi want make complain
3,train 22461b9selling local water bottle train rs20print rs15 railneer availableplease look
6,cant restrict unauthorized person enter reserved classes train
4,booked goods luggage 15 nov jalpaiguri sent jammu goods still despatâ
6,thatâs poor railwayspoor poor âïâïâïâï
1,rt train 12401 pnr 6452482046 wifes hand bag stolen lost medicine patient
5,booked ticket relative pnr2417263354filed tdr didnt travel got rejection reason passenger travelledhow
3,need water drinkno water bottle available train plz helpthis passenger family 2601697248 s8 77
5,kindly conduct routine ticket checking passenger train saharanpur delhivia meerutlost people without ticket
1,grp pplwith help police capture first part general bogie todays train 12554 smthng
0,train cleaners onboard 11086 goamumbai double decker emptied waste bags running train near vikhroli mumbai
1,lost baggage train rail police refuse file fir material inside bag worth 18 lakhs
3,dinner 12302 b9 36 amp 37 poor quality foodwhen asked menu told
3,railway vendor sampark kranti selling sprite cold drink rs 40 mrp rs 35
6,thank reply
7,rt train already departed itarsi matter forwarded concerned
6,rt thankful behalf people ofâ
6,rt read construction manilaclark railway project start soon contract construction supervision andâ
4,train arrived ddn 845am ie 1hr late ntes shows delayfalseinfo
0,boarded train number 04416 starting new delhi station b2 compartment completely dirty
6,aadhar help railway many ways accidents incidents plus perfect info
6,rt ask join dynamic leadership fight jâ
4,western railways mumbai delayed 20min halting stations long intervals due 20min rains
6,sir trn led light kyu nai lgwaya aapne
0,sirpnr 2763195241 b7 seat 15 train 22694 one listen increasing ac temp feeling cold
4,sir12303 ex_01 dec started 13 hr late delayed 20 hrs reaching ald req help reâ
1,pls advised railway tikit stolen tomorrow journey travel got window jaipur sta
0,sir train 12186 coach s26 seat near toilet dirty nasty
6,kindly provide tea kulhad instead plastic glass
3,facing problems regarding water bottles carrying vendors carrying rail neer 12566 train 9316822578 cntc
0,dear sir ac working b2 coach pnr6552593480train13239doj090616
5,ajmer exp peopleâ
